AirportCode	CityName	WorldAreaCode
BJN	"BAJONE                 "	550
BJO	"BERMEJO BOLIVIA                   "	312
BJR	"BAHAR DAR                  "	522
BJS	"BEIJING                      "	713
BJU	"BAJURA                       "	755
BJW	"BAJAWA                   "	832
BJX	"LEON-GUANAJUATO MX                "	148
BJZ	"BADAJOZ                      "	482
BKA	"BYKOVO                       "	475
BKB	"BIKANER                      "	733
BKC	"BUCKLAND                  "	1
BKD	"BRECKENRIDGE               "	74
BKE	"BAKER OREGON                   "	92
BKF	"BROOKS LAKE               "	1
BKH	"KEKAHA KAUAI            "	2
BKI	"KOTA KINABALU SABAH      "	749
BKJ	"BOKE                        "	531
BKK	"BANGKOK                   "	782
BKL	"CLEVELAND                   "	44
BKM	"BAKALALAN SARAWAK        "	749
BKN	"BIRNI NKONI                 "	555
BKO	"BAMAKO MALI                       "	543
BKP	"BARKLY DOWNS        "	802
BKQ	"BLACKALL            "	802
BKR	"BOKORO CHAD                       "	511
BKS	"BENGKULU                 "	832
BKT	"BLACKSTONE             "	38
BKU	"BETIOKY          "	541
BKW	"BECKLEY WEST           "	39
BKX	"BROOKINGS           "	67
BKY	"BUKAVU ZAIRE                      "	517
BKZ	"BUKOBA                    "	585
BLA	"BARCELONA                "	388
BLB	"BALBOA PANAMA REPUBLIC            "	162
BLC	"BALI CAMEROON                     "	504
BLE	"BORLANGE                    "	484
BLF	"PRINCETON/BLUEFIELD WV         "	39
BLG	"BELAGA SARAWAK           "	749
BLH	"BLYTHE                "	91
BLI	"BELLINGHAM            "	93
BLJ	"BATNA                       "	500
BLK	"BLACKPOOL          "	493
BLL	"BILLUND                     "	419
BLM	"BELMAR                "	21
BLN	"BENALLA VICTORIA         "	802
BLO	"BLONDUOS                   "	439
BLP	"BELLAVISTA                    "	368
BLQ	"BOLOGNA                       "	450
BLR	"BANGALORE                    "	733
BLS	"BOLLON              "	802
BLT	"BLACKWATER          "	802
BLV	"BELLEVILLE             "	41
BLW	"WAIMANALO OAHU          "	2
BLX	"BELLUNO                       "	450
BLY	"BELMULLET REPUBLIC OF IRELAND     "	441
BLZ	"BLANTYRE MALAWI                   "	542
BMA	"STOCKHOLM .                 "	484
BMB	"BUMBA ZAIRE                       "	517
BMC	"BRIGHAM CITY UTAH              "	87
BMD	"BELO             "	541
BME	"BROOME W.                 "	802
BMF	"BAKOUMA CEN. AFRICAN EMPIRE       "	509
BMG	"BLOOMINGTON NA            "	42
BMH	"BOMAI            "	804
BMI	"BLOOMINGTON            "	41
BMJ	"BARAMITA GUYANA                   "	350
BMK	"BORKUM                      "	429
BML	"BERLIN NEW HAMPSHIRE           "	14
BMM	"BITAM                         "	526
BMN	"BAMERNY IRAQ                      "	634
BMO	"BHAMO MYANMAR                     "	706
BMP	"BRAMPTON ISLAND Q.        "	802
BMQ	"BAMBURI                      "	535
BMR	"BALTRUM                     "	429
BMS	"BRUMADO                      "	316
BMU	"BIMA                     "	832
BMV	"BAN ME THUOT SOC. REP. OF VIETNAM "	791
BMW	"BORDJ BADJI MOKHTAR         "	500
BMX	"BIG MOUNTAIN              "	1
BMY	"BELEP NEW CALEDONIA               "	846
BMZ	"BAMU             "	804
BNA	"NASHVILLE             "	54
BNB	"BOENDE ZAIRE                      "	517
BNC	"BENI ZAIRE                        "	517
BND	"BANDAR ABBAS                   "	632
BNE	"BRISBANE            "	802
BNF	"BARANOF                   "	1
BNG	"BANNING               "	91
BNI	"BENIN CITY                  "	555
BNJ	"BONN                        "	429
BNK	"BALLINA NSW              "	802
BNL	"BARNWELL SOUTH CAROLINA        "	37
BNM	"BODINUMU         "	804
BNN	"BRONNOYSUND                  "	465
BNO	"BURNS OREGON                   "	92
BNP	"BANNU                      "	764
BNQ	"BAGANGA                 "	766
BNR	"BANFORA               "	593
BNS	"BARINAS                  "	388
BNT	"BUNDI            "	804
BNU	"BLUMENAU                     "	316
BNV	"BOANA            "	804
BNW	"BOONE                    "	61
BNX	"BANJA LUKA BOSNIA & HERZEGOVINA   "	410
BNY	"BELLONA IS.            "	874
BNZ	"BANZ             "	804
BOA	"BOMA ZAIRE                        "	517
BOB	"BORA BORA SOC. IS.  "	823
BOC	"BOCAS DEL TORO PANAMA REP.        "	162
BOD	"BORDEAUX                      "	427
BOE	"BOUNDJI    "	515
BOG	"BOGOTA                    "	327
BOH	"BOURNEMOUTH        "	493
BOI	"BOISE                    "	83
BOJ	"BURGAS BULGARIA                   "	411
BOK	"BROOKINGS OREGON               "	92
BOM	"BOMBAY                       "	733
BON	"BONAIRE NETH. ANTILLES            "	259
BOO	"BODO                         "	465
BOP	"BOUAR CEN. AFRICAN EMPIRE         "	509
BOQ	"BOKU             "	804
BOR	"BELFORT                       "	427
BOS	"BOSTON           "	13
BOT	"BOSET            "	804
BOU	"BOURGES                       "	427
BOV	"BOANG            "	804
BOW	"BARTOW                   "	33
BOX	"BORROLOOLA N.T.          "	802
BOY	"BOBO DIOULASSO        "	593
BOZ	"BOZOUM CEN. AFRICAN REPUBLIC      "	509
BPA	"BETHPAGE NEW YORK              "	22
BPB	"BORIDI           "	804
BPC	"BAMENDA REPUBLIC OF CAMEROON      "	504
BPD	"BAPI             "	804
BPE	"BAGAN MYANMAR                     "	706
BPF	"BATUNA SOLOMON ISLANDS            "	874
BPG	"BARRA DO GARCAS MT          "	316
BPH	"BISLIG                  "	766
BPI	"BIG PINEY                "	88
BPN	"BALIKPAPAN               "	832
BPS	"PORTO SEGURO                 "	316
BPT	"BEAUMONT/PORT ARTHUR       "	74
BPU	"BEPPU                         "	736
BPY	"BESALAMPY        "	541
BQA	"BALER                   "	766
BQE	"BUBAQUE  BISSAU             "	559
BQH	"BIGGIN HILL             "	493
BQK	"ST. SIMONS ISLAND        "	34
BQL	"BOULIA              "	802
BQN	"AGUADILLA PUERTO RICO             "	3
BQO	"BOUNA                  "	533
BQQ	"BARRA                        "	316
BQS	"BLAGOVESCHENSK               "	770
BQT	"BREST BELARUS                     "	413
BQU	"PORT ELIZABETH WINDWARD ISLANDS   "	279
BQV	"GUSTAVUS                  "	1
BQW	"BALGO HILLS W.            "	802
BRA	"BARREIRAS                    "	316
BRB	"BARREIRINHAS                 "	316
BRC	"SAN CARLOS DE BARILOCHE ARG.      "	303
BRD	"BRAINERD MINNESOTA             "	63
BRE	"BREMEN                      "	429
BRG	"WHITESBURG KENTUCKY            "	52
BRH	"BRAHMAN          "	804
BRI	"BARI                          "	450
BRJ	"BRIGHT VIC               "	802
BRK	"BOURKE             "	802
BRL	"BURLINGTON               "	61
BRM	"BARQUISIMETO             "	388
BRN	"BERNE                   "	486
BRO	"BROWNSVILLE                "	74
BRP	"BIARU            "	804
BRQ	"BRNO                "	418
BRR	"BARRA HEBRIDES IS. SCOTLAND(U.K."	493
BRS	"BRISTOL            "	493
BRT	"BATHURST ISLAND N.T. AUST.       "	802
BRU	"BRUSSELS BELGIUM                  "	409
BRV	"BREMERHAVEN                 "	429
BRW	"BARROW                    "	1
BRX	"BARAHONA DOMINICAN REP.           "	224
BRY	"BARDSTOWN KENTUCKY             "	52
BRZ	"BOROTOU               "	533
BSA	"BOSASO SOMALIA                    "	573
BSB	"BRASILIA                     "	316
BSC	"BAHIA SOLANO              "	327
BSD	"BAOSHAN                      "	713
BSE	"SEMATAN                   "	749
BSG	"BATA EQUATORIAL             "	521
BSH	"BRIGHTON                "	493
BSI	"BLAIRSVILLE         "	23
BSJ	"BAIRNSDALE VIC.          "	802
BSK	"BISKRA                      "	500
BSL	"BASEL                   "	486
BSM	"AUSTIN                     "	74
BSN	"BOSSANGOA CEN. AFRICAN EMPIRE     "	509
BSO	"BASCO                   "	766
BSP	"BENSBACH         "	804
BSQ	"BISBEE                  "	81
BSR	"BASRA IRAQ                        "	634
BSS	"BALSAS                       "	316
BST	"BOST AFGHANISTAN                  "	701
BSU	"BASANKUSU ZAIRE                   "	517
BSV	"BOSSET           "	804
BSW	"BOSWELL BAY               "	1
BSX	"BASSEIN MYANMAR                   "	706
BSY	"BARDERA SOMALIA                   "	573
BSZ	"BARTLETTS                 "	1
BTA	"BERTOUA CAMEROON                  "	504
BTB	"BETOU      "	515
BTC	"BATTICALOA                "	711
BTD	"BRUNETTE DOWNS N.T.      "	802
BTE	"BONTHE SIERRE LEONE               "	571
BTF	"BOUNTIFUL UTAH                 "	87
BTG	"BATANGAFO CENTRAL AFRICAN REP     "	509
BTH	"BATU BESAR               "	832
BTI	"BARTER ISLAND             "	1
BTJ	"BANDA ACEH               "	832
BTK	"BRATSK                       "	770
BTL	"BATTLE CREEK           "	43
BTM	"BUTTE                   "	84
BTN	"BENNETTSVILLE SOUTH CAROLINA   "	37
BTO	"BOTOPASIE REPUBLIC OF SURINAME    "	379
BTP	"BUTLER              "	23
BTQ	"BUTARE RWANDA                     "	566
BTR	"BATON ROUGE LOUISIANA          "	72
BTS	"BRATISLAVA SLOVAKIA               "	483
BTT	"BETTLES                   "	1
BTU	"BINTULU SARAWAK          "	749
BTV	"BURLINGTON              "	16
BTW	"BATU LICIN               "	832
BTX	"BETOOTA             "	802
BTY	"BEATTY                    "	85
BTZ	"BURSA                        "	679
BUA	"BUKA IS.         "	804
BUB	"BURWELL                 "	65
BUC	"BURKETOWN           "	802
BUD	"BUDAPEST HUNGARY                  "	437
BUE	"BUENOS AIRES  (METRO AREA)"	303
BUF	"BUFFALO NEW YORK               "	22
BUG	"BENGUELA ANGOLA                   "	502
BUH	"BUCHAREST ROMANIA                 "	473
BUI	"BOKOUDINI                "	832
BUJ	"BOUSSAADA                   "	500
BUK	"ALBUQ                         "	694
BUL	"BULOLO           "	804
BUM	"BUTLER                  "	64
BUN	"BUENAVENTURA              "	327
BUO	"BURAO SOMALIA                     "	573
BUP	"BHATINDA                     "	733
BUQ	"BULAWAYO ZIMBABWE                 "	565
BUR	"BURBANK               "	91
BUS	"BATUMI                      "	432
BUT	"BURTONWOOD         "	493
BUU	"BUYO                  "	533
BUV	"BELLA UNION                 "	385
BUW	"BAUBAU                   "	832
BUX	"BUNIA ZAIRE                       "	517
BUY	"BUNBURY W.                "	802
BUZ	"BUSHEHR                        "	632
BVA	"BEAUVAIS                      "	427
BVB	"BOA VISTA                    "	316
BVC	"BOA VISTA      "	507
BVD	"BEAVER INLET              "	1
BVE	"BRIVE                         "	427
BVF	"BUA                           "	821
BVG	"BERLEVAG                     "	465
BVH	"VILHENA                      "	316
BVI	"BIRDSVILLE          "	802
BVK	"HUACARAJE BENI BOLIVIA           "	312
BVL	"BAURES BENI BOLIVIA              "	312
BVM	"BELMONTE                     "	316
BVO	"BARTLESVILLE OKLAHOMA          "	73
BVP	"BOLOVIP          "	804
BVR	"BRAVA          "	507
BVS	"BELA VISTA                   "	316
BVU	"BELUGA                    "	1
BVW	"BATAVIA DOWNS       "	802
BVX	"BATESVILLE AR             "	71
BVY	"BEVERLY          "	13
BVZ	"BEVERLEY SPRINGS W.       "	802
BWA	"BHAIRAWA                     "	755
BWB	"BARROW ISLAND WA         "	802
BWC	"BRAWLEY               "	91
BWD	"BROWNWOOD                  "	74
BWE	"BRAUNSCHWEIG                "	429
BWF	"BARROW-IN-FURNESS   "	493
BWG	"BOWLING GREEN KENTUCKY         "	52
BWH	"BUTTERWORTH               "	749
BWI	"BALTIMORE MARYLAND             "	35
BWJ	"BAWAN            "	804
BWK	"BOL CROATIA                       "	415
BWL	"BLACKWELL OKLAHOMA             "	73
BWM	"BOWMAN           "	66
BWN	"BANDAR SERI BEGAWAN BRUNEI        "	704
BWO	"BALAKOVO                     "	475
BWP	"BEWANI           "	804
BWQ	"BREWARRINA         "	802
BWS	"BLAINE                "	93
BWT	"BURNIE TASMANIA          "	802
BWU	"BANKSTOWN          "	802
BWY	"WOODBRIDGE              "	493
BXA	"BOGAL  LOUISIANA             "	72
BXB	"BABO                     "	832
BXC	"BOXBOROUGH       "	13
BXD	"BADE                     "	832
BXE	"BAKEL SENEGAL                     "	569
BXH	"BALHASH KAZAKHSTAN                "	738
BXI	"BOUNDIALI              "	533
BXK	"BUCKEYE                 "	81
BXL	"BLUE LAGOON                   "	821
BXM	"BATOM                    "	832
BXN	"BODRUM                       "	679
BXO	"BISSAU  BISSAU              "	559
BXS	"BORREGO SPRINGS       "	91
BXT	"BONTANG                  "	832
BXU	"BUTUAN                  "	766
BXV	"BREIDDALSVIK               "	439
BXX	"BORAMA SOMALIA                    "	573
BYA	"BOUNDARY                  "	1
BYB	"BAYA OMAN                         "	658
BYC	"YACUIBA BOLIVIA                   "	312
BYD	"BEIDAH                        "	694
BYG	"BUFFALO                  "	88
BYH	"BLYTHEVILLE AR            "	71
BYI	"BURLEY                   "	83
BYK	"BOUAKE                 "	533
BYL	"BELLE YELLA LIBERIA               "	537
BYM	"BAYAMO                        "	219
BYN	"BAYANKHONGOR MONGOLIA             "	751
BYQ	"BUNYU                    "	832
BYR	"LAESO ISLAND                "	419
BYT	"BANTRY REPUBLIC OF IRELAND        "	441
BYU	"BAYREUTH                    "	429
BYW	"BLAKELY ISLAND        "	93
BYX	"BANIYALA NT              "	802
BZA	"BONANZA NICARAGUA                 "	153
BZC	"BUZIOS                       "	316
BZD	"BALRANALD          "	802
BZE	"BELIZE CITY BELIZE                "	106
BZG	"BYDGOSZCZ POLAND                  "	467
BZI	"BALIKESIR                    "	679
BZK	"BRIANSK                      "	475
BZL	"BARISAL BANGLADESH                "	703
BZM	"BERGEN OP ZOOM          "	461
BZN	"BOZEMAN                 "	84
BZO	"BOLZANO                       "	450
BZP	"BIZANT              "	802
BZR	"BEZIERS                       "	427
BZT	"BRAZORIA                   "	74
BZU	"BUTA ZAIRE                        "	517
BZV	"BRAZZAVILLE PEOP. REP. OF CONGO   "	515
BZY	"BELTSY MOLDOVA                    "	457
BZZ	"BRIZE NORTON            "	493
CAA	"CATACAMAS HONDURAS                "	131
CAB	"CABINDA ANGOLA                    "	502
CAC	"CASCAVEL PARANA             "	316
CAD	"CADILLAC               "	43
CAE	" SOUTH CAROLINA        "	37
CAF	"CARAUARI AMAZONAS           "	316
CAG	"CAGLIARI                      "	450
CAH	"CA MAU SOC. REP. OF VIETNAM       "	791
CAI	"CAIRO            "
CAJ	"CANAIMA                  "	388
CAK	"AKRON/CANTON                "	44
CAL	"CAMPBELTOWN SCOTLAND (U.K.)      "	493
CAM	"CAMIRI BOLIVIA                    "	312
CAN	"GUANGZHOU                    "	713
CAO	"CLAYTON               "	86
CAP	"CAP HAITIEN HAITI                 "	238
CAQ	"CAUCASIA                  "	327
CAR	"CARIBOU MAINE                  "	12
CAS	"CASABLANCA                 "	548
CAT	"CAT ISLAND                 "	204
CAU	"CARUARU                      "	316
CAV	"CAZOMBO ANGOLA                    "	502
CAW	"CAMPOS                       "	316
CAX	"CARLISLE           "	493
CAY	"CAYENNE FR. GUIANA                "	344
CAZ	"COBAR              "	802
CBA	"CORNER BAY                "	1
CBB	"COCHABAMBA BOLIVIA                "	312
CBC	"CHERRABUN W.              "	802
CBD	"CAR NICOBAR                  "	733
CBE	"CUMBERLAND MARYLAND            "	35
CBF	"COUNCIL BLUFFS           "	61
CBG	"CAMBRIDGE          "	493
CBH	"COLOMB BECHAR               "	500
CBI	"CAPE BARREN ISLAND TS    "	802
CBJ	"CABO ROJO DOMINICAN REP.          "	224
CBK	"COLBY                     "	62
CBL	"CIUDAD BOLIVAR           "	388
CBM	"COLUMBUS            "	53
CBN	"CIREBON                  "	832
CBO	"COTABATO                "	766
CBP	"COIMBRA PORTUGAL                  "	469
CBQ	"CALABAR                     "	555
CBR	"CANBERRA A.C.T.          "	802
CBS	"CABIMAS                  "	388
CBT	"CATUMBELA ANGOLA                  "	502
CBU	"COTTBUS          "	429
CBV	"COBAN                    "	127
CBX	"CONDOBOLIN         "	802
CBY	"CANOBIE             "	802
CBZ	"CABIN CREEK               "	1
CCB	"UPLAND                "	91
CCC	"CAYO COCO                     "	219
CCE	ST. MAARTEN NETH. AN               	259
CCF	"CARCASSONNE                   "	427
CCG	"CRANE                      "	74
CCH	"CHILE CHICO CHILE                 "	324
CCI	"CONCORDIA STA. CATARINA     "	316
CCJ	"CALICUT                      "	733
CCK	"COCOS-KEELING IS. IND. OCEAN      "	812
CCL	"CHINCHILLA          "	802
CCM	"CRICIUMA STA.CATARINA       "	316
CCN	"CHAKCHARAN AFGHANISTAN            "	701
CCO	"CARIMAGUA                 "	327
CCP	"CONCEPCION CHILE                  "	324
CCQ	"CACHOEIRA BA                "	316
CCR	"CONCORD               "	91
CCS	"CARACAS                  "	388
CCT	"COLONIA CATRIEL           "	303
CCU	"CALCUTTA                     "	733
CCV	"CRAIG COVE VANUATU                "	885
CCW	"COWELL S.                 "	802
CCX	"CACERES                      "	316
CCY	"CHARLES CITY             "	61
CCZ	"CHUB CAY                   "	204
CDA	"COOINDA N.T.             "	802
CDB	"COLD BAY                  "	1
CDC	"CEDAR CITY UTAH                "	87
CDE	"CALEDONIA PANAMA REP.             "	162
CDF	"CORTINA D'AMPEZZO             "	450
CDG	"PARIS   .                     "	427
CDH	"CAMDEN AR                 "	71
CDJ	"CONCEICAO DO ARAGUAIA        "	316
CDK	"CEDAR KEY                "	33
CDL	"CANDLE                    "	1
CDN	"CAMDEN SOUTH CAROLINA          "	37
CDO	"CRADOCK                "	562
CDP	"CUDDAPAH                     "	733
CDQ	"CROYDON             "	802
CDR	"CHADRON                 "	65
CDS	"CHILDRESS                  "	74
CDU	"CAMDEN             "	802
CDV	"CORDOVA                   "	1
CDW	"CALDWELL              "	21
